Year,Land use category,Land use,Irrigation,Sources,GHG sequestration (Mt CO2e)
2021,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2021,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,0.0
2021,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2021,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2021,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2022,Crop,Cotton,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Grapes,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Hay,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Nuts,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Sugar,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2022,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,0.0
2022,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2022,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2022,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2023,Crop,Cotton,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Grapes,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Hay,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Nuts,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Sugar,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Summer legumes,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2023,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,0.0
2023,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2023,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2023,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2024,Crop,Cotton,dry,TCO2E_Precision Agriculture,0.0
2024,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0006290843999999999
2024,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.000511808
2024,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00031552045
2024,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2024,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2024,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.0041679272
2024,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2024,Crop,Summer legumes,dry,TCO2E_Precision Agriculture,0.0
2024,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2024,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.015418662
2024,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-2.7777373999999998e-05
2024,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0017307491
2024,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2024,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2024,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2025,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.0033878767
2025,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0005924007
2025,Crop,Hay,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00030318057
2025,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.0054282686
2025,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2025,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,0.0
2025,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2025,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2025,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2026,Crop,Cotton,dry,TCO2E_Precision Agriculture,0.0
2026,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0009041340999999999
2026,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.00026354275999999996
2026,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00030374515
2026,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2026,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2026,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.0049939473
2026,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2026,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2026,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.0015791145
2026,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2026,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0016761545000000002
2026,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2026,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2026,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2027,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.004879367
2027,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0008433601
2027,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.005086289
2027,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00029511673
2027,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2027,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2027,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.0063183584
2027,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2027,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2027,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.00029401324
2027,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2027,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,0.0
2027,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2027,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2027,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2028,Crop,Cotton,dry,TCO2E_Precision Agriculture,0.0
2028,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0009608671
2028,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.0011339530999999999
2028,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0003735287
2028,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2028,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2028,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.007071085
2028,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2028,Crop,Vegetables,dry,TCO2E_Precision Agriculture,-9.289853e-05
2028,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.029059992
2028,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.0022127756
2028,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.005334999
2028,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2028,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2028,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2029,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.004557274
2029,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0013218517999999998
2029,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.0071556665
2029,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00049107468
2029,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2029,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2029,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.0081347305
2029,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2029,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2029,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.0004904458
2029,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,0.0
2029,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0065575693
2029,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2029,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2029,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2030,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.006332091999999999
2030,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0013081005
2030,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.008291233
2030,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00044939816
2030,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2030,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2030,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.006924661
2030,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0031531442999999998
2030,Crop,Summer legumes,dry,TCO2E_Precision Agriculture,-0.00036560149999999997
2030,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2030,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.085763125
2030,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.011351662
2030,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.00022469966
2030,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2030,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2030,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2031,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.005205526
2031,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0013821761
2031,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.0024348313
2031,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.002196989
2031,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2031,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2031,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.009406723
2031,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0056692606999999996
2031,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2031,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.025464447
2031,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.00027398149999999997
2031,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.007082767
2031,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2031,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2031,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2032,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.006478982
2032,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.001429374
2032,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009189037
2032,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0004866316
2032,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2032,Crop,Rice,dry,TCO2E_Precision Agriculture,-0.00034264132999999996
2032,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.010388533
2032,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0012021044
2032,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2032,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.115566445
2032,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.012577001
2032,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0056095396
2032,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2032,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2032,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2033,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.0079632017
2033,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0014483191
2033,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009619982
2033,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0006254777000000001
2033,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2033,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2033,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.012113691000000001
2033,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0065848833
2033,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2033,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.1255196
2033,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.0078125127
2033,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0079728477
2033,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2033,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2033,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2034,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.007868723
2034,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0015115159
2034,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.008627383
2034,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0007209676500000001
2034,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2034,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2034,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.011623817
2034,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0054651629999999994
2034,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2034,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.08069602000000001
2034,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.015937304
2034,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0056282089999999995
2034,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2034,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2034,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2035,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.0055889033
2035,Crop,Grapes,dry,TCO2E_Precision Agriculture,0.0
2035,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009391416
2035,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0018917588000000002
2035,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2035,Crop,Rice,dry,TCO2E_Precision Agriculture,-0.000195391
2035,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.013156
2035,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0052154873
2035,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2035,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.13619922
2035,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.013637988
2035,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.010380527
2035,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2035,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2035,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2036,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.005984311
2036,Crop,Grapes,dry,TCO2E_Precision Agriculture,0.0
2036,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.010721546
2036,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.000767852
2036,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2036,Crop,Rice,dry,TCO2E_Precision Agriculture,-0.00044607425
2036,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.011917513999999999
2036,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0065586987
2036,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2036,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.129450945
2036,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.019393307000000002
2036,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.009322005999999999
2036,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2036,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2036,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2037,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.006650417499999999
2037,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0026366982
2037,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009856229
2037,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0005797605
2037,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2037,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2037,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.01159016
2037,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2037,Crop,Summer legumes,dry,TCO2E_Precision Agriculture,-0.0001243676
2037,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2037,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.11805787
2037,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.008480922
2037,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0073907324
2037,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2037,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2037,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2038,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.005838675
2038,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0017492783999999999
2038,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009506973
2038,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00056922925
2038,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2038,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2038,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.011334465
2038,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,0.0
2038,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2038,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.12018463
2038,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.014550658
2038,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0071032935
2038,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2038,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2038,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2039,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.0080925107
2039,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0022614555999999997
2039,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.008657363999999999
2039,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00053324713
2039,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2039,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2039,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.011874143
2039,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.002415525
2039,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2039,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.11979135
2039,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.015719901
2039,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.009591518
2039,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2039,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2039,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2040,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.0053897152999999995
2040,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0015989187
2040,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009665245999999999
2040,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0005598447
2040,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2040,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2040,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.009239789
2040,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0051078994
2040,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2040,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.100583375
2040,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.0061464023
2040,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.009564097
2040,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2040,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2040,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2041,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.005658461
2041,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.002171565
2041,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.010060465
2041,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00057806824
2041,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2041,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2041,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.012163120999999999
2041,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0054214070000000005
2041,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2041,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.11166654
2041,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.013173674000000002
2041,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.008867884
2041,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2041,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2041,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2042,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.005890494
2042,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0015600941
2042,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.008516562
2042,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0006922997000000001
2042,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2042,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2042,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.009732434
2042,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0053056357
2042,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2042,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.10609438
2042,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.009167538000000001
2042,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.006162705
2042,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2042,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2042,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2043,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.00615346
2043,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0013710808
2043,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.008836357
2043,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0006136904
2043,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2043,Crop,Rice,dry,TCO2E_Precision Agriculture,-0.00022076237
2043,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.009914916
2043,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.005472828000000001
2043,Crop,Vegetables,dry,TCO2E_Precision Agriculture,-1.1250424e-06
2043,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.1043542
2043,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.01209583
2043,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.006453787999999999
2043,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2043,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2043,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2044,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.006754292
2044,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0016233888
2044,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.008930908999999999
2044,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.0007448962000000001
2044,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2044,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2044,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.009917424999999999
2044,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0048921133
2044,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2044,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.11095
2044,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.011521597
2044,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.007928954
2044,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2044,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2044,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2045,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.005586374
2045,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0013568927000000002
2045,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.009309911
2045,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00062465845
2045,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2045,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2045,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.009495561999999999
2045,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.001607309
2045,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2045,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.090482266
2045,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.0130171
2045,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.007546933600000001
2045,Livestock,Beef,dry,TCO2E_Precision Agriculture,
2045,Livestock,Dairy,dry,TCO2E_Precision Agriculture,
2045,Livestock,Sheep,dry,TCO2E_Precision Agriculture,
2046,Crop,Cotton,dry,TCO2E_Precision Agriculture,-0.006600570300000001
2046,Crop,Grapes,dry,TCO2E_Precision Agriculture,-0.0020959302
2046,Crop,Hay,dry,TCO2E_Precision Agriculture,-0.006691996600000001
2046,Crop,Nuts,dry,TCO2E_Precision Agriculture,-0.00047039255
2046,Crop,Other non-cereal crops,dry,TCO2E_Precision Agriculture,0.0
2046,Crop,Rice,dry,TCO2E_Precision Agriculture,0.0
2046,Crop,Sugar,dry,TCO2E_Precision Agriculture,-0.011165700999999998
2046,Crop,Summer cereals,dry,TCO2E_Precision Agriculture,-0.0047831562
2046,Crop,Vegetables,dry,TCO2E_Precision Agriculture,0.0
2046,Crop,Winter cereals,dry,TCO2E_Precision Agriculture,-0.08405466
2046,Crop,Winter legumes,dry,TCO2E_Precision Agriculture,-0.0068919210000000005
2046,Crop,Winter oilseeds,dry,TCO2E_Precision Agriculture,-0.0066224536
